electrode,cluster,spiketime
7.0,12.0,226.8619
7.0,12.0,226.862405
7.0,12.0,226.872395
7.0,12.0,226.87811
7.0,16.0,226.881635
7.0,12.0,226.90146
7.0,12.0,226.908665
7.0,12.0,226.946275
7.0,12.0,226.955
7.0,12.0,226.983785
7.0,12.0,227.01158
7.0,12.0,227.01535
7.0,12.0,227.03309
7.0,12.0,227.068845
7.0,12.0,227.07554
7.0,12.0,227.10206
7.0,12.0,227.109745
7.0,12.0,227.11209
7.0,12.0,227.13893
7.0,12.0,227.152185
7.0,12.0,227.166985
7.0,12.0,227.20396
7.0,12.0,227.21724
7.0,12.0,227.2262
7.0,12.0,227.24314
7.0,12.0,227.246135
7.0,12.0,227.26335
7.0,12.0,227.27644
7.0,12.0,227.276745
7.0,12.0,227.27966
7.0,12.0,227.280945
7.0,12.0,227.28461
7.0,12.0,227.28506
7.0,12.0,227.302525
7.0,12.0,227.305865
7.0,12.0,227.314665
7.0,12.0,227.32006
7.0,12.0,227.33204
7.0,12.0,227.336195
7.0,12.0,227.339795
7.0,12.0,227.3517
7.0,12.0,227.355495
7.0,12.0,227.359545
7.0,12.0,227.362025
7.0,12.0,227.36466
7.0,12.0,227.37377
7.0,16.0,227.37816
7.0,12.0,227.45229
7.0,12.0,227.47001
7.0,12.0,227.484595
7.0,12.0,227.48535
7.0,12.0,227.503615
7.0,12.0,227.521545
7.0,12.0,227.52244
7.0,12.0,227.539925
7.0,12.0,227.5569
7.0,12.0,227.55799
7.0,12.0,227.56019
7.0,12.0,227.560605
7.0,12.0,227.56074
7.0,12.0,227.577155
7.0,12.0,227.578585
7.0,12.0,227.59625
7.0,12.0,227.614055
7.0,12.0,227.615335
7.0,16.0,227.615925
7.0,12.0,227.617055
7.0,12.0,227.63177
7.0,12.0,227.6322
7.0,12.0,227.64998
7.0,12.0,227.65128
7.0,12.0,227.65192
7.0,12.0,227.67201
7.0,12.0,227.67219
7.0,12.0,227.71293
7.0,16.0,227.72527
7.0,12.0,227.72705
7.0,12.0,227.728525
7.0,12.0,227.72974
7.0,12.0,227.76965
7.0,12.0,227.800505
7.0,12.0,227.8079
7.0,12.0,227.81041
7.0,12.0,227.82635
7.0,12.0,227.847375
7.0,12.0,227.850575
7.0,12.0,227.88282
7.0,12.0,227.886245
7.0,12.0,227.921935
7.0,12.0,227.941285
7.0,12.0,227.976885
7.0,12.0,228.03328
7.0,12.0,228.11179
7.0,12.0,228.13703
7.0,12.0,228.166155
7.0,12.0,228.22244
7.0,12.0,228.271235
7.0,12.0,228.27861
7.0,4.0,228.31773
7.0,12.0,228.33358
7.0,12.0,228.37514
7.0,12.0,228.461515
7.0,12.0,228.49455
7.0,12.0,228.571
7.0,12.0,228.571555
7.0,12.0,228.572985
7.0,12.0,228.583655
7.0,12.0,228.5916
7.0,12.0,228.700765
7.0,12.0,228.817155
7.0,12.0,228.887385
7.0,12.0,228.895265
7.0,12.0,228.931265
7.0,12.0,228.9407
7.0,12.0,228.96643
7.0,12.0,228.96707
7.0,12.0,228.98852
7.0,12.0,229.032265
7.0,12.0,229.05331
7.0,12.0,229.05435
7.0,12.0,229.082085
7.0,12.0,229.10243
7.0,12.0,229.11726
7.0,12.0,229.14279
7.0,12.0,229.144045
7.0,12.0,229.154545
7.0,12.0,229.17115
7.0,12.0,229.193485
7.0,12.0,229.193805
7.0,12.0,229.20229
7.0,12.0,229.204945
7.0,12.0,229.243105
7.0,12.0,229.328875
7.0,12.0,229.33055
7.0,12.0,229.350855
7.0,12.0,229.3961
7.0,12.0,229.398375
7.0,12.0,229.401475
7.0,12.0,229.50841
7.0,12.0,229.604685
7.0,12.0,229.69999
7.0,12.0,229.76046
7.0,12.0,229.761705
7.0,12.0,229.817125
7.0,12.0,229.818985
7.0,12.0,229.838715
7.0,16.0,229.908785
7.0,12.0,229.958975
7.0,12.0,229.964555
7.0,12.0,229.992295
7.0,12.0,230.05245
7.0,12.0,230.095455
7.0,12.0,230.130765
7.0,12.0,230.14711
7.0,12.0,230.16012
7.0,16.0,230.161275
7.0,12.0,230.16189
7.0,12.0,230.16637
7.0,12.0,230.185845
7.0,12.0,230.208025
7.0,4.0,230.275535
7.0,12.0,230.2757
7.0,4.0,230.314295
7.0,12.0,230.314835
7.0,12.0,230.354085
7.0,12.0,230.35849
7.0,12.0,230.367025
7.0,12.0,230.38724
7.0,12.0,230.40294
7.0,12.0,230.404025
7.0,12.0,230.4159
7.0,12.0,230.43752
7.0,12.0,230.439965
7.0,12.0,230.440345
7.0,12.0,230.4598
7.0,12.0,230.4781
7.0,12.0,230.482475
7.0,12.0,230.51497
7.0,12.0,230.519915
7.0,12.0,230.566225
7.0,12.0,230.56755
7.0,13.0,230.645395
7.0,4.0,230.64967
7.0,12.0,230.653695
7.0,8.0,230.65387
7.0,4.0,230.67461
7.0,12.0,230.684705
7.0,12.0,230.77507
7.0,12.0,230.77715
7.0,12.0,230.77998
7.0,12.0,230.820145
7.0,12.0,230.8441
7.0,12.0,230.84525
7.0,12.0,230.883475
7.0,12.0,230.890315
7.0,12.0,230.91643
7.0,12.0,230.948555
7.0,12.0,230.95579
7.0,12.0,230.96421
7.0,12.0,230.97985
7.0,12.0,231.01311
7.0,12.0,231.013385
7.0,16.0,231.014285
7.0,12.0,231.016865
7.0,12.0,231.03406
7.0,12.0,231.035065
7.0,12.0,231.03545
7.0,12.0,231.060395
7.0,12.0,231.07355
7.0,12.0,231.0909
7.0,12.0,231.094365
7.0,12.0,231.09628
7.0,12.0,231.09744
7.0,12.0,231.114695
7.0,12.0,231.134405
7.0,12.0,231.15344
7.0,12.0,231.154335
7.0,12.0,231.16782
7.0,12.0,231.16895
7.0,12.0,231.17331
7.0,12.0,231.190125
7.0,12.0,231.19423
7.0,12.0,231.2094
7.0,12.0,231.21064
7.0,12.0,231.22637
7.0,12.0,231.22756
7.0,12.0,231.228785
7.0,12.0,231.248185
7.0,12.0,231.266155
7.0,12.0,231.28178
7.0,12.0,231.282065
7.0,12.0,231.283705
7.0,12.0,231.285875
7.0,12.0,231.30024
7.0,12.0,231.30179
7.0,12.0,231.30544
7.0,12.0,231.356925
7.0,12.0,231.35904
7.0,12.0,231.412855
7.0,12.0,231.43022
7.0,12.0,231.446455
7.0,12.0,231.481965
7.0,12.0,231.48576
7.0,12.0,231.50026
7.0,12.0,231.502815
7.0,12.0,231.517475
7.0,12.0,231.520565
7.0,12.0,231.56292
7.0,12.0,231.58351
7.0,12.0,231.624465
7.0,12.0,231.636205
7.0,12.0,231.66409
7.0,12.0,231.679465
7.0,12.0,231.69267
7.0,12.0,231.759055
7.0,12.0,231.76165
7.0,12.0,231.816035
7.0,12.0,231.900905
7.0,12.0,231.93643
7.0,12.0,231.96037
7.0,12.0,231.99347
7.0,12.0,231.997635
7.0,12.0,232.02518
7.0,12.0,232.02616
7.0,8.0,232.030375
7.0,16.0,232.0314
7.0,12.0,232.11074
7.0,12.0,232.216385
7.0,12.0,232.216885
7.0,12.0,232.30163
7.0,12.0,232.41076
7.0,12.0,232.424885
7.0,12.0,232.4302
7.0,12.0,232.43753
7.0,12.0,232.444395
7.0,12.0,232.445605
7.0,12.0,232.4723
7.0,12.0,232.50784
7.0,12.0,232.51359
7.0,12.0,232.51504
7.0,12.0,232.585605
7.0,12.0,232.58919
7.0,12.0,232.598365
7.0,12.0,232.60043
7.0,12.0,232.602595
7.0,12.0,232.63974
7.0,12.0,232.652935
7.0,12.0,232.66302
7.0,12.0,232.683475
7.0,12.0,232.686475
7.0,12.0,232.68855
7.0,12.0,232.69638
7.0,12.0,232.705115
7.0,12.0,232.731255
7.0,12.0,232.76206
7.0,12.0,232.76821
7.0,12.0,232.77925
7.0,12.0,232.797435
7.0,12.0,232.81426
7.0,12.0,232.835785
7.0,12.0,232.838
7.0,12.0,232.84265
7.0,12.0,232.84766
7.0,12.0,232.85298
7.0,12.0,232.85956
7.0,12.0,232.893695
7.0,12.0,232.91862
7.0,12.0,232.956705
7.0,12.0,232.97372
7.0,12.0,232.976285
7.0,12.0,232.9924
7.0,12.0,233.00272
7.0,12.0,233.016785
7.0,12.0,233.017275
7.0,12.0,233.039695
7.0,12.0,233.07649
7.0,12.0,233.09091
7.0,12.0,233.094525
7.0,12.0,233.155665
7.0,12.0,233.169115
7.0,12.0,233.206075
7.0,12.0,233.207815
7.0,12.0,233.226045
7.0,12.0,233.246585
7.0,12.0,233.25814
7.0,12.0,233.26637
7.0,12.0,233.266865
7.0,12.0,233.28576
7.0,12.0,233.29853
7.0,12.0,233.308505
7.0,12.0,233.31333
7.0,12.0,233.349725
7.0,12.0,233.379165
7.0,12.0,233.384165
7.0,12.0,233.4059
7.0,12.0,233.418105
7.0,12.0,233.42549
7.0,12.0,233.43073
7.0,12.0,233.464225
7.0,12.0,233.48208
7.0,12.0,233.485575
7.0,12.0,233.523945
7.0,12.0,233.55985
7.0,12.0,233.56339
7.0,12.0,233.61722
7.0,12.0,233.634775
7.0,12.0,233.657695
7.0,12.0,233.679045
7.0,12.0,233.69662
7.0,12.0,233.712935
7.0,12.0,233.71919
7.0,12.0,233.727175
7.0,12.0,233.748285
7.0,12.0,233.840115
7.0,12.0,233.845275
7.0,12.0,233.9273
7.0,12.0,233.933485
7.0,6.0,234.063975
7.0,2.0,234.11889
7.0,12.0,234.13739
7.0,12.0,234.184985
7.0,12.0,234.190885
7.0,12.0,234.213705
7.0,12.0,234.26183
7.0,12.0,234.26529
7.0,12.0,234.31445
7.0,12.0,234.32559
7.0,12.0,234.337675
7.0,12.0,234.349955
7.0,12.0,234.361905
7.0,12.0,234.374315
7.0,12.0,234.37668
7.0,12.0,234.38126
7.0,12.0,234.381595
7.0,12.0,234.392085
7.0,12.0,234.39507
7.0,12.0,234.420005
7.0,12.0,234.45895
7.0,12.0,234.47579
7.0,12.0,234.47946
7.0,12.0,234.51455
7.0,12.0,234.53077
7.0,12.0,234.573805
7.0,12.0,234.58045
7.0,12.0,234.594055
7.0,12.0,234.59798
7.0,12.0,234.622505
7.0,12.0,234.64331
7.0,12.0,234.68169
7.0,12.0,234.71651
7.0,12.0,234.71875
7.0,12.0,234.721795
7.0,12.0,234.749285
7.0,12.0,234.767475
7.0,12.0,234.79686
7.0,12.0,234.852605
7.0,12.0,234.871575
7.0,12.0,234.89225
7.0,12.0,234.91107
7.0,12.0,234.91327
7.0,12.0,234.93112
7.0,12.0,234.93423
7.0,12.0,234.96769
7.0,12.0,234.984425
7.0,12.0,234.984995
7.0,12.0,235.00418
7.0,12.0,235.004835
7.0,12.0,235.00643
7.0,12.0,235.023675
7.0,12.0,235.024645
7.0,12.0,235.025815
7.0,12.0,235.04567
7.0,12.0,235.065015
7.0,12.0,235.085075
7.0,12.0,235.088765
7.0,12.0,235.10986
7.0,12.0,235.12358
7.0,12.0,235.124235
7.0,12.0,235.12662
7.0,16.0,235.142565
7.0,16.0,235.160855
7.0,12.0,235.1624
7.0,12.0,235.166
7.0,12.0,235.18512
7.0,12.0,235.26048
7.0,12.0,235.261225
7.0,12.0,235.30415
7.0,12.0,235.31822
7.0,12.0,235.318785
7.0,12.0,235.338305
7.0,12.0,235.340215
7.0,12.0,235.40763
7.0,12.0,235.408175
7.0,12.0,235.409085
7.0,12.0,235.49042
7.0,12.0,235.526395
7.0,12.0,235.57081
7.0,12.0,235.629285
7.0,12.0,235.690165
7.0,12.0,235.75789
7.0,12.0,235.783805
7.0,12.0,235.78678
7.0,12.0,235.79205
7.0,12.0,235.81226
7.0,12.0,235.826075
7.0,12.0,235.850895
7.0,12.0,235.93522
7.0,12.0,235.98566
7.0,12.0,236.00474
7.0,12.0,236.026785
7.0,12.0,236.14928
7.0,12.0,236.16996
7.0,12.0,236.229405
7.0,12.0,236.253115
7.0,12.0,236.275795
7.0,12.0,236.283185
7.0,12.0,236.29893
7.0,12.0,236.359225
7.0,12.0,236.51152
7.0,12.0,236.512605
7.0,16.0,236.516745
7.0,12.0,236.519985
7.0,12.0,236.625675
7.0,12.0,236.629605
7.0,12.0,236.681955
7.0,12.0,236.78189
7.0,12.0,236.790995
7.0,12.0,236.79125
7.0,12.0,236.82838
7.0,12.0,236.85794
7.0,16.0,236.864715
7.0,12.0,236.87031
7.0,12.0,236.88933
7.0,12.0,236.915595
7.0,12.0,236.96393
7.0,12.0,237.00002
7.0,12.0,237.03717
7.0,16.0,237.053755
7.0,12.0,237.056675
7.0,12.0,237.089325
7.0,12.0,237.090615
7.0,16.0,237.1025
7.0,12.0,237.1118
7.0,12.0,237.12344
7.0,12.0,237.12662
7.0,12.0,237.142615
7.0,12.0,237.146605
7.0,12.0,237.15908
7.0,12.0,237.1617
7.0,12.0,237.17288
7.0,12.0,237.183135
7.0,12.0,237.196225
7.0,12.0,237.216375
7.0,12.0,237.23535
7.0,12.0,237.248705
7.0,12.0,237.249115
7.0,12.0,237.251495
7.0,12.0,237.25328
7.0,12.0,237.27416
7.0,12.0,237.291075
7.0,12.0,237.30793
7.0,12.0,237.308515
7.0,12.0,237.32629
7.0,12.0,237.329755
7.0,12.0,237.344695
7.0,12.0,237.34639
7.0,12.0,237.348135
7.0,12.0,237.36714
7.0,12.0,237.402805
7.0,12.0,237.40415
7.0,12.0,237.42084
7.0,12.0,237.421
7.0,12.0,237.440255
7.0,12.0,237.459165
7.0,12.0,237.48067
7.0,12.0,237.510735
7.0,12.0,237.512045
7.0,12.0,237.53075
7.0,12.0,237.561305
7.0,12.0,237.56193
7.0,12.0,237.562995
7.0,12.0,237.567135
7.0,12.0,237.57467
7.0,12.0,237.583365
7.0,12.0,237.621395
7.0,12.0,237.641765
7.0,12.0,237.643915
7.0,12.0,237.666765
7.0,12.0,237.694625
7.0,12.0,237.76157
7.0,12.0,237.839755
7.0,12.0,237.841825
7.0,12.0,237.866305
7.0,12.0,237.93079
7.0,12.0,237.94148
7.0,2.0,237.970635
7.0,12.0,237.972025
7.0,12.0,238.034625
7.0,12.0,238.03806
7.0,12.0,238.05815
7.0,12.0,238.07561
7.0,12.0,238.10564
7.0,12.0,238.12582
7.0,12.0,238.127335
7.0,12.0,238.131445
7.0,12.0,238.149715
7.0,12.0,238.152775
7.0,12.0,238.161105
7.0,12.0,238.16938
7.0,12.0,238.190565
7.0,12.0,238.249555
7.0,12.0,238.25271
7.0,12.0,238.329845
7.0,12.0,238.418185
7.0,12.0,238.540185
7.0,12.0,238.56285
7.0,12.0,238.60165
7.0,16.0,238.60363
7.0,12.0,238.626105
7.0,12.0,238.627855
7.0,12.0,238.628325
7.0,12.0,238.6503
7.0,12.0,238.73364
7.0,12.0,238.73595
7.0,12.0,238.753735
7.0,12.0,238.75842
7.0,12.0,238.78361
7.0,12.0,238.802695
7.0,12.0,238.80732
7.0,12.0,238.82213
7.0,12.0,238.82249
7.0,12.0,238.824195
7.0,12.0,238.892155
7.0,12.0,238.91167
7.0,12.0,238.91527
7.0,12.0,238.92829
7.0,12.0,238.929315
7.0,12.0,238.997845
7.0,12.0,239.02939
7.0,12.0,239.031635
7.0,12.0,239.105765
7.0,12.0,239.12163
7.0,12.0,239.14011
7.0,12.0,239.140755
7.0,12.0,239.171545
7.0,12.0,239.19727
7.0,12.0,239.20388
7.0,12.0,239.24225
7.0,12.0,239.26258
7.0,12.0,239.282205
7.0,12.0,239.301665
7.0,12.0,239.308235
7.0,12.0,239.321505
7.0,12.0,239.32576
7.0,12.0,239.384225
7.0,12.0,239.406255
7.0,12.0,239.437885
7.0,12.0,239.44104
7.0,12.0,239.4459
7.0,12.0,239.455665
7.0,12.0,239.456125
7.0,12.0,239.48523
7.0,12.0,239.49771
7.0,12.0,239.53022
7.0,12.0,239.538595
7.0,12.0,239.54094
7.0,12.0,239.57481
7.0,12.0,239.5929
7.0,12.0,239.72445
7.0,12.0,239.738785
7.0,12.0,239.76158
7.0,12.0,239.84991
7.0,12.0,239.86737
7.0,16.0,239.906135
7.0,12.0,239.97677
7.0,12.0,240.02921
7.0,12.0,240.153945
7.0,12.0,240.16789
7.0,12.0,240.18453
7.0,12.0,240.205835
7.0,12.0,240.20598
7.0,12.0,240.210165
7.0,12.0,240.22632
7.0,12.0,240.230275
7.0,12.0,240.23533
7.0,12.0,240.27192
7.0,12.0,240.29085
7.0,12.0,240.2923
7.0,12.0,240.29513
7.0,12.0,240.329685
7.0,12.0,240.332285
7.0,12.0,240.375145
7.0,12.0,240.43403
7.0,12.0,240.44165
7.0,12.0,240.44485
7.0,12.0,240.44803
7.0,12.0,240.4659
7.0,12.0,240.484485
7.0,12.0,240.48496
7.0,12.0,240.508555
7.0,12.0,240.52423
7.0,12.0,240.526515
7.0,12.0,240.52934
7.0,12.0,240.54528
7.0,12.0,240.54627
7.0,12.0,240.562825
7.0,12.0,240.56431
7.0,12.0,240.569785
7.0,12.0,240.587615
7.0,12.0,240.60355
7.0,12.0,240.62167
7.0,12.0,240.623325
7.0,12.0,240.637725
7.0,12.0,240.65832
7.0,12.0,240.675585
7.0,12.0,240.6769
7.0,12.0,240.69876
7.0,6.0,240.728885
7.0,16.0,240.783085
7.0,12.0,240.78667
7.0,12.0,240.78901
7.0,16.0,240.821095
7.0,12.0,240.82481
7.0,16.0,240.840455
7.0,12.0,240.85857
7.0,12.0,240.861835
7.0,12.0,240.86296
7.0,12.0,240.91138
7.0,12.0,240.920225
7.0,12.0,240.92066
7.0,12.0,240.94195
7.0,12.0,240.964425
7.0,12.0,240.980215
7.0,12.0,240.998925
7.0,12.0,241.016325
7.0,12.0,241.03633
7.0,12.0,241.05478
7.0,12.0,241.072555
7.0,12.0,241.086465
7.0,12.0,241.09172
7.0,12.0,241.16592
7.0,12.0,241.22637
7.0,12.0,241.335865
7.0,12.0,241.40154
7.0,12.0,241.493075
7.0,12.0,241.55954
7.0,12.0,241.56818
7.0,4.0,241.59
7.0,12.0,241.61599
7.0,12.0,241.634675
7.0,12.0,241.665635
7.0,12.0,241.69217
7.0,12.0,241.69788
7.0,12.0,241.71006
7.0,12.0,241.72425
7.0,12.0,241.741535
7.0,16.0,241.868065
7.0,12.0,241.876495
7.0,12.0,241.917025
7.0,12.0,241.919825
7.0,12.0,241.94144
7.0,12.0,241.967395
7.0,12.0,241.97321
7.0,12.0,242.022635
7.0,12.0,242.030195
7.0,12.0,242.031165
7.0,12.0,242.106945
7.0,12.0,242.116025
7.0,12.0,242.161605
7.0,4.0,242.19942
7.0,16.0,242.20981
7.0,12.0,242.210485
7.0,12.0,242.27654
7.0,12.0,242.342005
7.0,12.0,242.369105
7.0,16.0,242.369675
7.0,12.0,242.38475
7.0,12.0,242.40116
7.0,12.0,242.437015
7.0,12.0,242.455835
7.0,12.0,242.468705
7.0,16.0,242.469815
7.0,12.0,242.47308
7.0,12.0,242.50407
7.0,12.0,242.537015
7.0,12.0,242.568095
7.0,16.0,242.568915
7.0,16.0,242.56938
7.0,12.0,242.570545
7.0,12.0,242.572875
7.0,12.0,242.588965
7.0,12.0,242.58998
7.0,12.0,242.597885
7.0,12.0,242.628135
7.0,12.0,242.6296
7.0,12.0,242.63083
7.0,12.0,242.642135
7.0,12.0,242.649695
7.0,12.0,242.650585
7.0,12.0,242.66719
7.0,12.0,242.68509
7.0,12.0,242.687545
7.0,12.0,242.70509
7.0,12.0,242.72511
7.0,12.0,242.75779
7.0,12.0,242.75846
7.0,12.0,242.762075
7.0,12.0,242.77873
7.0,12.0,242.781955
7.0,12.0,242.798075
7.0,12.0,242.80133
7.0,12.0,242.81601
7.0,12.0,242.833435
7.0,12.0,242.833865
7.0,12.0,242.85109
7.0,12.0,242.87142
7.0,12.0,242.887905
7.0,12.0,242.89052
7.0,12.0,242.912535
7.0,12.0,242.96237
7.0,12.0,242.981365
7.0,12.0,243.000205
7.0,12.0,243.015395
7.0,12.0,243.017805
7.0,12.0,243.03196
7.0,12.0,243.033915
7.0,12.0,243.037275
7.0,12.0,243.054775
7.0,12.0,243.055875
7.0,12.0,243.075535
7.0,12.0,243.09375
7.0,12.0,243.1129
7.0,12.0,243.131175
7.0,12.0,243.13193
7.0,12.0,243.153585
7.0,12.0,243.174725
7.0,12.0,243.182465
7.0,12.0,243.19916
7.0,12.0,243.27143
7.0,12.0,243.38312
7.0,12.0,243.39214
7.0,12.0,243.456845
7.0,12.0,243.493295
7.0,12.0,243.512175
7.0,12.0,243.51972
7.0,12.0,243.578885
7.0,12.0,243.583035
7.0,12.0,243.583465
7.0,12.0,243.59341
7.0,12.0,243.65425
7.0,12.0,243.66825
7.0,12.0,243.68313
7.0,12.0,243.768915
7.0,12.0,243.770925
7.0,12.0,243.838555
7.0,12.0,243.866235
7.0,12.0,243.923975
7.0,12.0,243.97246
7.0,12.0,243.988875
7.0,12.0,244.01236
7.0,12.0,244.0901
7.0,12.0,244.128275
7.0,12.0,244.13341
7.0,12.0,244.134295
7.0,12.0,244.21634
7.0,12.0,244.273955
7.0,12.0,244.278005
7.0,12.0,244.283455
7.0,16.0,244.30218
7.0,8.0,244.302965
7.0,8.0,244.30409
7.0,12.0,244.422465
7.0,12.0,244.44457
7.0,12.0,244.53136
7.0,12.0,244.56735
7.0,12.0,244.56926
7.0,12.0,244.597245
7.0,12.0,244.611375
7.0,12.0,244.616235
7.0,12.0,244.632645
7.0,12.0,244.636575
7.0,12.0,244.66911
7.0,12.0,244.67738
7.0,12.0,244.714735
7.0,12.0,244.71634
7.0,12.0,244.73788
7.0,12.0,244.75566
7.0,12.0,244.76908
7.0,12.0,244.769255
7.0,12.0,244.790005
7.0,12.0,244.792005
7.0,12.0,244.79274
7.0,12.0,244.80297
7.0,12.0,244.823865
7.0,12.0,244.828645
7.0,12.0,244.88009
7.0,12.0,244.88737
7.0,12.0,244.89733
7.0,12.0,244.89978
7.0,12.0,244.904005
7.0,12.0,244.91626
7.0,12.0,244.9204
7.0,12.0,244.92116
7.0,12.0,244.93018
7.0,12.0,244.9418
7.0,12.0,244.97994
7.0,12.0,245.01858
7.0,12.0,245.057625
7.0,12.0,245.06327
7.0,12.0,245.077695
7.0,12.0,245.093145
7.0,12.0,245.09515
7.0,12.0,245.096285
7.0,12.0,245.119505
7.0,12.0,245.123675
7.0,12.0,245.14415
7.0,12.0,245.145605
7.0,12.0,245.168075
7.0,12.0,245.190905
7.0,12.0,245.220065
7.0,12.0,245.267405
7.0,12.0,245.282915
7.0,12.0,245.284665
7.0,12.0,245.28745
7.0,12.0,245.293125
7.0,12.0,245.302125
7.0,12.0,245.302855
7.0,12.0,245.30589
7.0,12.0,245.306595
7.0,12.0,245.30761
7.0,12.0,245.310865
7.0,12.0,245.31177
7.0,12.0,245.32461
7.0,12.0,245.328645
7.0,12.0,245.32894
7.0,12.0,245.33229
7.0,12.0,245.3495
7.0,12.0,245.381975
7.0,12.0,245.391715
7.0,12.0,245.397555
7.0,12.0,245.405415
7.0,12.0,245.40951
7.0,12.0,245.41857
7.0,12.0,245.42041
7.0,12.0,245.438125
7.0,12.0,245.45596
7.0,12.0,245.45631
7.0,12.0,245.459075
7.0,12.0,245.46198
7.0,12.0,245.46352
7.0,12.0,245.46734
7.0,12.0,245.478345
7.0,12.0,245.495995
7.0,12.0,245.517025
7.0,12.0,245.51806
7.0,12.0,245.5201
7.0,12.0,245.553235
7.0,12.0,245.56283
7.0,12.0,245.57165
7.0,12.0,245.592575
7.0,2.0,245.596665
7.0,13.0,245.617355
7.0,7.0,245.61805
7.0,7.0,245.619195
7.0,12.0,245.75487
7.0,16.0,245.783605
7.0,8.0,245.78509
7.0,12.0,245.93242
7.0,12.0,245.971675
7.0,12.0,245.99318
7.0,12.0,245.993425
7.0,12.0,246.008605
7.0,12.0,246.04284
7.0,12.0,246.06012
7.0,12.0,246.09405
7.0,12.0,246.098525
7.0,12.0,246.09871
7.0,12.0,246.11531
7.0,12.0,246.11861
7.0,12.0,246.155815
7.0,12.0,246.1604
7.0,12.0,246.1707
7.0,12.0,246.17537
7.0,12.0,246.176215
7.0,12.0,246.223965
7.0,12.0,246.244795
7.0,16.0,246.247165
7.0,12.0,246.247885
7.0,12.0,246.25104
7.0,12.0,246.265495
7.0,12.0,246.286885
7.0,12.0,246.305545
7.0,12.0,246.307235
7.0,12.0,246.3271
7.0,12.0,246.331505
7.0,12.0,246.332265
7.0,12.0,246.341355
7.0,12.0,246.348865
7.0,12.0,246.367505
7.0,12.0,246.38247
7.0,12.0,246.3921
7.0,12.0,246.395835
7.0,12.0,246.421655
7.0,12.0,246.43407
7.0,12.0,246.445655
7.0,12.0,246.50566
7.0,12.0,246.505865
7.0,12.0,246.54367
7.0,12.0,246.56695
7.0,12.0,246.567745
7.0,12.0,246.604935
7.0,12.0,246.606785
7.0,12.0,246.621885
7.0,12.0,246.66104
7.0,12.0,246.6619
7.0,12.0,246.665815
7.0,12.0,246.699385
7.0,12.0,246.705725
7.0,12.0,246.736845
7.0,12.0,246.78917
7.0,12.0,246.82542
7.0,12.0,246.84611
7.0,12.0,246.8791
7.0,12.0,246.907475
7.0,12.0,246.91021
7.0,12.0,246.91084
7.0,16.0,246.935575
7.0,12.0,247.05253
7.0,12.0,247.065535
7.0,12.0,247.0697
7.0,12.0,247.070015
7.0,12.0,247.09479
7.0,12.0,247.10881
7.0,12.0,247.113445
7.0,12.0,247.13791
7.0,12.0,247.188655
7.0,12.0,247.19311
7.0,12.0,247.19825
7.0,12.0,247.2485
7.0,12.0,247.284205
7.0,12.0,247.328585
7.0,12.0,247.379085
7.0,12.0,247.399725
7.0,12.0,247.411335
7.0,12.0,247.42299
7.0,12.0,247.46731
7.0,12.0,247.46765
7.0,12.0,247.46851
7.0,12.0,247.502075
7.0,12.0,247.50379
7.0,12.0,247.505085
7.0,12.0,247.524165
7.0,12.0,247.542855
7.0,12.0,247.55314
7.0,12.0,247.561265
7.0,13.0,247.581925
7.0,12.0,247.58904
7.0,12.0,247.589905
7.0,12.0,247.61051
7.0,12.0,247.615115
7.0,12.0,247.616565
7.0,12.0,247.63487
7.0,12.0,247.6401
7.0,12.0,247.682935
7.0,12.0,247.706985
7.0,12.0,247.72373
7.0,12.0,247.742835
7.0,12.0,247.7615
7.0,12.0,247.785415
7.0,12.0,247.78628
7.0,12.0,247.800415
7.0,12.0,247.84131
7.0,12.0,247.843675
7.0,12.0,247.84612
7.0,12.0,247.868265
7.0,12.0,247.871305
7.0,12.0,247.888785
7.0,12.0,247.931145
7.0,12.0,247.94275
7.0,12.0,247.94504
7.0,12.0,247.94594
7.0,12.0,247.951145
7.0,12.0,247.956585
7.0,12.0,247.976775
7.0,12.0,247.981875
7.0,12.0,248.04413
7.0,16.0,248.076455
7.0,16.0,248.077555
7.0,12.0,248.144865
7.0,12.0,248.16435
7.0,12.0,248.179135
7.0,12.0,248.183685
7.0,12.0,248.19177
7.0,12.0,248.193305
7.0,12.0,248.195865
7.0,12.0,248.270085
7.0,12.0,248.277055
7.0,12.0,248.282715
7.0,12.0,248.289915
7.0,12.0,248.300125
7.0,12.0,248.300965
7.0,12.0,248.304865
7.0,12.0,248.30963
7.0,12.0,248.31379
7.0,12.0,248.34117
7.0,12.0,248.35221
7.0,12.0,248.353765
7.0,12.0,248.37253
7.0,12.0,248.411395
7.0,12.0,248.42919
7.0,12.0,248.44294
7.0,12.0,248.45866
7.0,12.0,248.473095
7.0,12.0,248.54778
7.0,12.0,248.568405
7.0,12.0,248.57328
7.0,12.0,248.57451
7.0,12.0,248.595095
7.0,12.0,248.59639
7.0,12.0,248.601515
7.0,12.0,248.622625
7.0,12.0,248.639275
7.0,12.0,248.663915
7.0,12.0,248.67483
7.0,12.0,248.70646
7.0,12.0,248.721825
7.0,12.0,248.72807
7.0,12.0,248.73935
7.0,12.0,248.740845
7.0,16.0,248.78324
7.0,16.0,248.783675
7.0,12.0,248.807185
7.0,12.0,248.890235
7.0,12.0,248.89399
7.0,12.0,248.91343
7.0,12.0,248.935495
